ILMID	Multimap	SNPatCpGorExtensionBase	Liftover_fail
cg26119894	1	NA	NA
cg26120194	1	NA	NA
cg26122004	1	NA	NA
cg26122697	1	NA	NA
cg26123975	1	NA	NA
cg26124466	1	NA	NA
cg26124596	NA	1	NA
cg26126913	1	NA	NA
cg26127080	1	NA	NA
cg26127187	1	NA	NA
cg26127425	NA	1	NA
cg26128129	NA	1	NA
cg26128383	1	NA	NA
cg26129220	1	NA	NA
cg26129353	NA	1	NA
cg26130852	1	NA	NA
cg26131114	1	NA	NA
cg26131493	1	NA	NA
cg26131927	1	NA	NA
cg26132588	1	NA	NA
cg26133082	1	NA	NA
cg26134482	1	NA	NA
cg26134629	1	NA	NA
cg26134692	NA	1	NA
cg26135134	NA	1	NA
cg26135849	1	NA	NA
cg26136399	1	NA	NA
cg26136415	1	NA	NA
cg26137267	NA	1	NA
cg26137453	1	NA	NA
cg26139131	1	NA	NA
cg26139168	1	NA	NA
cg26139402	NA	1	NA
cg26141510	NA	1	NA
cg26141807	1	NA	NA
cg26142236	1	NA	NA
cg26142482	1	NA	NA
cg26142604	NA	1	NA
cg26143326	1	NA	NA
cg26143338	1	NA	NA
cg26143525	1	NA	NA
cg26143944	NA	1	NA
cg26144659	NA	1	NA
cg26145507	1	NA	NA
cg26146184	1	NA	NA
cg26146455	NA	1	NA
cg26146888	NA	1	NA
cg26147664	1	NA	NA
cg26148154	1	NA	NA
cg26149184	1	NA	NA
cg26149765	1	NA	NA
cg26152038	1	NA	NA
cg26152427	1	NA	NA
cg26153182	NA	1	NA
cg26154353	1	NA	NA
cg26154546	1	NA	NA
cg26154860	1	NA	NA
cg26155504	1	NA	NA
cg26155673	1	NA	NA
cg26155681	NA	1	NA
cg26155802	NA	1	NA
cg26156154	1	NA	NA
cg26156478	1	NA	NA
cg26157309	NA	1	NA
cg26159068	1	NA	NA
cg26159184	1	NA	NA
cg26159922	1	1	NA
cg26160150	1	NA	NA
cg26160191	NA	1	NA
cg26160235	1	NA	NA
cg26160573	NA	1	NA
cg26161104	1	NA	NA
cg26161816	NA	1	NA
cg26162147	1	NA	NA
cg26162385	1	NA	NA
cg26162637	NA	1	NA
cg26162794	1	NA	NA
cg26163057	NA	1	NA
cg26163855	1	NA	NA
cg26164184	NA	1	NA
cg26164278	1	NA	NA
cg26165993	1	NA	NA
cg26166177	NA	1	NA
cg26166818	1	NA	NA
cg26167010	1	NA	NA
cg26167029	1	NA	NA
cg26167424	1	NA	NA
cg26167708	1	NA	NA
cg26167861	1	NA	NA
cg26168881	NA	1	NA
cg26169299	1	NA	NA
cg26170569	1	NA	NA
cg26170805	NA	1	NA
cg26171454	1	NA	NA
cg26173420	NA	1	NA
cg26173435	1	NA	NA
cg26174018	1	NA	NA
cg26174329	1	NA	NA
cg26174656	NA	1	NA
cg26176469	1	NA	NA
cg26177096	NA	1	NA
cg26179679	NA	1	NA
cg26180006	NA	1	NA
cg26181583	1	NA	NA
cg26181840	1	NA	NA
cg26182712	1	NA	NA
cg26184438	1	NA	NA
cg26184765	NA	1	NA
cg26185079	NA	1	NA
cg26185859	NA	1	NA
cg26185920	1	NA	NA
cg26186249	NA	1	NA
cg26186433	1	NA	NA
cg26186545	1	NA	NA
cg26186732	1	NA	NA
cg26186879	NA	1	NA
cg26186929	1	NA	NA
cg26188131	1	NA	NA
cg26189472	1	NA	NA
cg26190375	1	NA	NA
cg26190966	1	NA	NA
cg26193555	1	NA	NA
cg26195168	1	NA	NA
cg26197155	NA	1	NA
cg26198823	NA	1	NA
cg26199225	1	NA	NA
cg26199631	NA	1	NA
cg26200001	1	NA	NA
cg26201283	1	NA	NA
cg26201434	NA	1	NA
cg26201815	NA	1	NA
cg26204267	1	NA	NA
cg26204322	NA	1	NA
cg26204328	1	NA	NA
cg26206183	1	NA	NA
cg26207657	NA	1	NA
cg26212966	1	NA	NA
cg26213663	1	NA	NA
cg26215437	NA	1	NA
cg26217827	NA	1	NA
cg26218101	1	NA	NA
cg26218229	1	NA	NA
cg26218264	1	NA	NA
cg26218805	1	NA	NA
cg26219488	NA	1	NA
cg26220089	1	NA	NA
cg26220323	NA	1	NA
cg26221506	NA	1	NA
cg26222132	1	NA	NA
cg26222731	NA	1	NA
cg26223459	1	NA	NA
cg26223899	NA	1	NA
cg26224339	1	NA	NA
cg26225655	1	NA	NA
cg26228329	1	NA	NA
cg26228476	1	NA	NA
cg26228569	NA	1	NA
cg26229201	NA	1	NA
cg26231094	NA	1	NA
cg26231397	1	NA	NA
cg26234233	NA	1	NA
cg26236235	NA	1	NA
cg26236902	NA	1	NA
cg26236972	NA	1	NA
cg26237255	NA	1	NA
cg26238180	1	NA	NA
cg26238560	1	NA	NA
cg26238727	1	NA	NA
cg26241658	1	NA	NA
cg26241694	1	NA	NA
cg26242334	1	NA	NA
cg26242866	NA	1	NA
cg26243109	1	NA	NA
cg26243635	1	NA	NA
cg26243679	1	NA	NA
cg26243751	NA	1	NA
cg26247795	1	NA	NA
cg26247942	1	NA	NA
cg26248373	1	NA	NA
cg26248430	NA	1	NA
cg26249038	1	NA	NA
cg26249331	NA	1	NA
cg26250664	1	NA	NA
cg26251069	1	NA	NA
cg26252135	1	NA	NA
cg26254050	NA	1	NA
cg26254916	1	NA	NA
cg26255210	1	NA	NA
cg26256420	1	NA	NA
cg26256539	1	NA	NA
cg26256837	1	1	NA
cg26256996	1	NA	NA
cg26257163	1	NA	NA
cg26258120	NA	1	NA
cg26259001	1	NA	NA
cg26259568	1	NA	NA
cg26259669	1	NA	NA
cg26261358	NA	1	NA
cg26261361	1	NA	NA
cg26262710	1	NA	NA
cg26262746	1	NA	NA
cg26263310	1	1	NA
cg26263421	1	NA	NA
cg26264314	NA	1	NA
cg26266431	NA	1	NA
cg26266708	NA	1	NA
cg26266934	NA	1	NA
cg26267272	1	NA	NA
cg26269630	1	1	NA
cg26270066	1	NA	NA
cg26270116	1	NA	NA
cg26270832	NA	1	NA
cg26271572	1	NA	NA
cg26271876	NA	1	NA
cg26273072	NA	1	NA
cg26273127	1	NA	NA
cg26274214	NA	1	NA
cg26275081	NA	1	NA
cg26275480	1	NA	NA
cg26277023	1	NA	NA
cg26277102	1	NA	NA
cg26277709	NA	1	NA
cg26278611	1	NA	NA
cg26278764	1	NA	NA
cg26278987	NA	1	NA
cg26279082	1	NA	NA
cg26279829	NA	1	NA
cg26280415	NA	1	NA
cg26280904	1	NA	NA
cg26281303	NA	1	NA
cg26281655	1	NA	NA
cg26281921	1	NA	NA
cg26281964	1	NA	NA
cg26282384	1	NA	NA
cg26283202	1	NA	NA
cg26283801	1	NA	NA
cg26283963	1	NA	NA
cg26284388	NA	1	NA
cg26284905	1	NA	NA
cg26286154	NA	1	NA
cg26286937	1	NA	NA
cg26287816	NA	1	NA
cg26287988	1	NA	NA
cg26288719	1	NA	NA
cg26288779	1	NA	NA
cg26288806	NA	1	NA
cg26289712	1	NA	NA
cg26290638	1	NA	NA
cg26292608	NA	1	NA
cg26293434	NA	1	NA
cg26294145	1	NA	NA
cg26294691	1	NA	NA
cg26294955	NA	1	NA
cg26295328	1	NA	NA
cg26296069	1	NA	NA
cg26296371	NA	1	NA
cg26296762	1	NA	NA
cg26296957	1	NA	NA
cg26297792	1	NA	NA
cg26298583	1	NA	NA
cg26299763	1	NA	NA
cg26300672	1	NA	NA
cg26301029	1	NA	NA
cg26302178	1	NA	NA
cg26302230	NA	1	NA
cg26303339	NA	1	NA
cg26303777	NA	1	NA
cg26304681	1	NA	NA
cg26304948	NA	1	NA
cg26306424	1	NA	NA
cg26306683	1	NA	NA
cg26307206	1	NA	NA
cg26307624	1	NA	NA
cg26308506	1	NA	NA
cg26308932	1	NA	NA
cg26309311	NA	1	NA
cg26309458	1	NA	NA
cg26309854	1	NA	NA
cg26309964	NA	1	NA
cg26310643	1	NA	NA
cg26311099	1	NA	NA
cg26311179	1	NA	NA
cg26311295	NA	1	NA
cg26312897	1	NA	NA
cg26313233	1	NA	NA
cg26313421	NA	1	NA
cg26313441	1	NA	NA
cg26314507	NA	1	NA
cg26314869	NA	1	NA
cg26315667	NA	1	NA
cg26316511	1	NA	NA
cg26316702	NA	1	NA
cg26317888	1	NA	NA
cg26319343	NA	1	NA
cg26319641	NA	1	NA
cg26320148	1	NA	NA
cg26320173	1	NA	NA
cg26321126	NA	1	NA
cg26321609	1	NA	NA
cg26321613	1	NA	NA
cg26321766	NA	1	NA
cg26322285	1	NA	NA
cg26322739	NA	1	NA
cg26322763	NA	1	NA
cg26322995	1	NA	NA
cg26323746	1	NA	NA
cg26324057	1	NA	NA
cg26324366	1	NA	NA
cg26325285	NA	1	NA
cg26325497	NA	1	NA
cg26325791	NA	1	NA
cg26328058	1	NA	NA
cg26328180	1	NA	NA
cg26328502	NA	1	NA
cg26329816	1	NA	NA
cg26330321	1	NA	NA
cg26330547	1	NA	NA
cg26330577	1	1	NA
cg26331067	1	NA	NA
cg26331226	1	NA	NA
cg26332191	1	NA	NA
cg26333224	1	NA	NA
cg26333317	1	NA	NA
cg26333342	NA	1	NA
cg26334195	1	NA	NA
cg26334804	NA	1	NA
cg26335377	1	NA	NA
cg26335633	1	NA	NA
cg26337070	NA	1	NA
cg26337259	1	NA	NA
cg26337497	NA	1	NA
cg26338873	NA	1	NA
cg26339180	1	NA	NA
cg26339933	1	NA	NA
cg26340088	1	NA	NA
cg26340968	NA	1	NA
cg26340994	1	NA	NA
cg26341086	1	NA	NA
cg26341440	1	NA	NA
cg26344794	1	NA	NA
cg26345259	NA	1	NA
cg26345693	1	NA	NA
cg26346477	1	NA	NA
cg26346563	NA	1	NA
cg26347064	NA	1	NA
cg26347606	1	NA	NA
cg26348254	1	NA	NA
cg26348684	1	NA	NA
cg26348696	NA	1	NA
cg26350754	1	NA	NA
cg26350814	1	NA	NA
cg26351468	1	NA	NA
cg26351481	NA	1	NA
cg26352073	1	NA	NA
cg26352439	1	NA	NA
cg26352811	1	NA	NA
cg26353469	1	NA	NA
cg26353844	1	NA	NA
cg26354157	1	NA	NA
cg26354750	1	NA	NA
cg26355755	1	NA	NA
cg26356169	1	NA	NA
cg26356450	1	NA	NA
cg26356683	1	NA	NA
cg26358063	NA	1	NA
cg26358497	NA	1	NA
cg26360088	1	NA	NA
cg26360732	1	NA	NA
cg26361754	NA	1	NA
cg26362491	NA	1	NA
cg26362605	1	NA	NA
cg26363119	NA	1	NA
cg26363580	NA	1	NA
cg26363955	NA	1	NA
cg26365090	NA	1	NA
cg26365705	1	NA	NA
cg26365847	1	NA	NA
cg26366417	1	NA	NA
cg26366649	1	NA	NA
cg26366958	NA	1	NA
cg26367235	NA	1	NA
cg26367366	1	NA	NA
cg26369269	1	NA	NA
cg26369308	NA	1	NA
cg26370022	1	NA	NA
cg26370078	NA	1	NA
cg26370226	1	NA	NA
cg26370285	1	NA	NA
cg26371320	1	NA	NA
cg26371554	NA	1	NA
cg26375473	1	NA	NA
cg26376241	NA	1	NA
cg26376705	1	NA	NA
cg26377557	NA	1	NA
cg26377653	1	NA	NA
cg26378753	NA	1	NA
cg26379671	1	NA	NA
cg26380757	NA	1	NA
cg26382080	1	NA	NA
cg26382696	1	NA	NA
cg26383138	NA	1	NA
cg26383282	1	NA	NA
cg26383468	1	NA	NA
cg26383935	1	NA	NA
cg26384382	1	NA	NA
cg26384602	NA	1	NA
cg26385011	1	NA	NA
cg26385554	NA	1	NA
cg26387458	NA	1	NA
cg26387667	NA	1	NA
cg26389232	1	1	NA
cg26389500	1	NA	NA
cg26391077	1	NA	NA
cg26391702	1	NA	NA
cg26392102	1	NA	NA
cg26392441	1	NA	NA
cg26393016	NA	1	NA
cg26393791	NA	1	NA
cg26393871	1	NA	NA
cg26394771	1	NA	NA
cg26394788	NA	1	NA
cg26396278	1	NA	NA
cg26398228	NA	1	NA
cg26398656	NA	1	NA
cg26399035	1	NA	NA
cg26399903	1	NA	NA
cg26400546	NA	1	NA
cg26400985	1	NA	NA
cg26401166	NA	1	NA
cg26406353	1	NA	NA
cg26406475	1	NA	NA
cg26407034	1	NA	NA
cg26407571	1	NA	NA
cg26410121	1	NA	NA
cg26410305	1	NA	NA
cg26411409	1	NA	NA
cg26412379	1	NA	NA
cg26413683	1	NA	NA
cg26414841	1	NA	NA
cg26415023	1	NA	NA
cg26418690	1	NA	NA
cg26419287	NA	1	NA
cg26419880	1	NA	NA
cg26422129	1	NA	NA
cg26422465	NA	1	NA
cg26423283	1	NA	NA
cg26423693	1	NA	NA
cg26424817	1	NA	NA
cg26425045	1	NA	NA
cg26425256	NA	1	NA
cg26425409	1	NA	NA
cg26425766	1	NA	NA
cg26427308	NA	1	NA
cg26427472	1	NA	NA
cg26428032	1	NA	NA
cg26429017	NA	1	NA
cg26429636	1	NA	NA
cg26429763	1	NA	NA
cg26430287	NA	1	NA
cg26430420	1	NA	NA
cg26430588	1	NA	NA
cg26431547	1	NA	NA
cg26433812	1	NA	NA
cg26434290	1	NA	NA
cg26435281	1	1	NA
cg26435928	1	NA	NA
cg26438672	1	NA	NA
cg26441097	1	NA	NA
cg26442509	NA	1	NA
cg26444097	1	NA	NA
cg26444741	1	NA	NA
cg26445189	NA	1	NA
cg26445530	1	NA	NA
cg26445985	NA	1	NA
cg26446043	NA	1	NA
cg26447146	1	NA	NA
cg26448016	1	NA	NA
cg26449119	NA	1	NA
cg26449450	1	NA	NA
cg26450240	NA	1	NA
cg26450259	1	NA	NA
cg26451198	NA	1	NA
cg26451323	1	NA	NA
cg26452224	NA	1	NA
cg26452868	1	NA	NA
cg26453230	1	NA	NA
cg26453295	NA	1	NA
cg26454433	NA	1	NA
cg26454666	NA	1	NA
cg26455685	1	NA	NA
cg26456274	1	NA	NA
cg26456399	1	NA	NA
cg26457511	1	NA	NA
cg26458287	1	NA	NA
cg26458505	1	NA	NA
cg26458567	1	NA	NA
cg26459312	1	NA	NA
cg26459416	NA	1	NA
cg26461378	1	NA	NA
cg26461449	1	NA	NA
cg26461666	1	NA	NA
cg26461855	1	NA	NA
cg26462239	1	NA	NA
cg26462586	NA	1	NA
cg26463500	1	NA	NA
cg26464207	1	NA	NA
cg26465155	NA	1	NA
cg26465581	1	NA	NA
cg26466781	NA	1	NA
cg26467999	1	NA	NA
cg26469019	1	NA	NA
cg26469366	1	NA	NA
cg26469379	1	NA	NA
cg26469821	1	NA	NA
cg26469955	NA	1	NA
cg26470641	1	NA	NA
cg26471040	1	NA	NA
cg26471058	NA	1	NA
cg26471390	1	NA	NA
cg26471469	1	NA	NA
cg26471527	1	NA	NA
cg26471610	NA	1	NA
cg26473451	NA	1	NA
cg26474814	1	1	NA
cg26475168	NA	1	NA
cg26475819	1	NA	NA
cg26475912	1	1	NA
cg26475999	1	NA	NA
cg26477117	NA	1	NA
cg26477613	NA	1	NA
cg26479279	NA	1	NA
cg26479971	NA	1	NA
cg26480039	NA	1	NA
cg26480141	1	NA	NA
cg26481045	NA	1	NA
cg26482757	NA	1	NA
cg26482862	NA	1	NA
cg26483432	1	NA	NA
cg26483809	NA	1	NA
cg26484361	1	NA	NA
cg26484916	1	NA	NA
cg26485262	1	NA	NA
cg26486070	1	NA	NA
cg26486919	1	NA	NA
cg26487259	NA	1	NA
cg26487629	1	NA	NA
cg26488183	NA	1	NA
cg26488814	1	NA	NA
cg26488871	1	NA	NA
cg26488985	1	NA	NA
cg26489638	1	NA	NA
cg26489837	1	NA	NA
cg26490626	1	NA	NA
cg26491431	1	NA	NA
cg26492686	1	NA	NA
cg26493145	1	NA	NA
cg26493904	1	NA	NA
cg26494390	1	NA	NA
cg26494782	1	NA	NA
cg26495473	1	NA	NA
cg26495711	NA	1	NA
cg26495786	1	NA	NA
cg26495837	1	NA	NA
cg26496160	1	NA	NA
cg26496205	NA	1	NA
cg26496307	1	1	NA
cg26496372	1	NA	NA
cg26496534	1	NA	NA
cg26496795	1	NA	NA
cg26497631	1	NA	NA
cg26498132	1	NA	NA
cg26498595	1	NA	NA
cg26499232	1	NA	NA
cg26500934	NA	1	NA
cg26501046	NA	1	NA
cg26501230	1	NA	NA
cg26502018	NA	1	NA
cg26502456	1	NA	NA
cg26504422	NA	1	NA
cg26504614	1	NA	NA
cg26504668	1	NA	NA
cg26505052	1	NA	NA
cg26505300	NA	1	NA
cg26505663	1	1	NA
cg26505974	NA	1	NA
cg26506779	1	NA	NA
cg26507521	1	NA	NA
cg26508928	1	NA	NA
cg26509031	NA	1	NA
cg26509305	NA	1	NA
cg26510033	NA	1	NA
cg26510500	NA	1	NA
cg26510975	1	NA	NA
cg26511357	NA	1	NA
cg26511447	1	NA	NA
cg26512459	1	NA	NA
cg26512469	NA	1	NA
cg26513077	1	NA	NA
cg26513391	1	NA	NA
cg26513634	1	NA	NA
cg26513743	NA	1	NA
cg26513930	1	NA	NA
cg26515689	NA	1	NA
cg26515694	1	NA	NA
cg26516004	NA	1	NA
cg26516882	1	NA	NA
cg26518327	1	NA	NA
cg26518628	1	NA	NA
cg26518727	NA	1	NA
cg26518898	1	NA	NA
cg26520399	1	NA	NA
cg26520468	1	NA	NA
cg26521011	1	NA	NA
cg26522792	NA	1	NA
cg26523196	1	NA	NA
cg26523649	NA	1	NA
cg26525127	NA	1	NA
cg26526315	1	NA	NA
cg26526983	1	NA	NA
cg26527913	1	NA	NA
cg26528128	NA	1	NA
cg26528255	1	NA	NA
cg26529655	1	NA	NA
cg26529963	NA	1	NA
cg26530200	1	NA	NA
cg26530502	1	NA	NA
cg26532124	1	NA	NA
cg26533193	1	NA	NA
cg26533351	1	NA	NA
cg26533368	1	NA	NA
cg26533925	NA	1	NA
cg26535723	1	NA	NA
cg26536460	1	NA	NA
cg26538116	NA	1	NA
cg26539232	NA	1	NA
cg26539736	NA	1	NA
cg26539823	1	NA	NA
cg26540370	NA	1	NA
cg26540925	NA	1	NA
cg26541429	NA	1	NA
cg26541649	1	NA	NA
cg26542892	NA	1	NA
cg26542912	1	NA	NA
cg26544028	1	NA	NA
cg26544072	NA	1	NA
cg26544559	1	NA	NA
cg26544719	NA	1	NA
cg26546244	1	NA	NA
cg26546687	NA	1	NA
cg26548187	NA	1	NA
cg26548718	NA	1	NA
cg26549650	1	NA	NA
cg26552859	1	NA	NA
cg26552897	1	NA	NA
cg26553501	1	NA	NA
cg26554302	1	NA	NA
cg26555136	1	NA	NA
cg26556020	NA	1	NA
cg26556078	1	NA	NA
cg26556624	NA	1	NA
cg26557423	1	NA	NA
cg26557896	1	NA	NA
cg26558111	1	NA	NA
cg26558363	1	NA	NA
cg26558417	1	NA	NA
cg26558420	1	NA	NA
cg26558435	1	NA	NA
cg26558461	NA	1	NA
cg26559707	NA	1	NA
cg26560068	1	NA	NA
cg26560732	1	NA	NA
cg26561570	1	NA	NA
cg26562532	NA	1	NA
cg26562786	1	NA	NA
cg26563141	1	NA	NA
cg26563889	1	NA	NA
cg26564072	1	NA	NA
cg26564117	1	NA	NA
cg26565113	1	NA	NA
cg26565660	1	NA	NA
cg26565719	NA	1	NA
cg26566189	NA	1	NA
cg26566992	1	NA	NA
cg26567001	NA	1	NA
cg26567423	1	NA	NA
cg26569074	NA	1	NA
cg26569349	1	NA	NA
cg26570040	1	NA	NA
cg26570389	NA	1	NA
cg26570776	NA	1	NA
cg26573772	1	NA	NA
cg26574460	1	NA	NA
cg26575450	NA	1	NA
cg26576353	1	1	NA
cg26576978	NA	1	NA
cg26577529	1	NA	NA
cg26577752	1	NA	NA
cg26578072	1	NA	NA
cg26580332	1	NA	NA
cg26580465	1	NA	NA
cg26580869	NA	1	NA
cg26581191	1	NA	NA
cg26581448	NA	1	NA
cg26581886	1	NA	NA
cg26582085	NA	1	NA
cg26582677	1	NA	NA
cg26582723	1	NA	NA
cg26582729	NA	1	NA
cg26582829	1	NA	NA
cg26583088	NA	1	NA
cg26583560	1	NA	NA
cg26583619	1	NA	NA
cg26584456	NA	1	NA
cg26585007	NA	1	NA
cg26585066	1	NA	NA
cg26585202	1	NA	NA
cg26585326	1	NA	NA
cg26588045	NA	1	NA
cg26588685	NA	1	NA
cg26588699	NA	1	NA
cg26588778	NA	1	NA
cg26589251	NA	1	NA
cg26590079	1	NA	NA
cg26591117	NA	1	NA
cg26591553	1	NA	NA
cg26592560	1	NA	NA
cg26594522	1	NA	NA
cg26595362	1	NA	NA
cg26598388	1	NA	NA
cg26598749	1	NA	NA
cg26601609	1	NA	NA
cg26603047	1	NA	NA
cg26603264	1	NA	NA
cg26603685	1	NA	NA
cg26603910	NA	1	NA
cg26604232	1	NA	NA
cg26604625	1	NA	NA
cg26605865	1	NA	NA
cg26606682	NA	1	NA
cg26607002	1	NA	NA
cg26607429	NA	1	NA
cg26607991	1	NA	NA
cg26610542	1	NA	NA
cg26611070	1	NA	NA
cg26611926	1	NA	NA
cg26612736	1	NA	NA
cg26613586	1	NA	NA
cg26613768	1	NA	NA
cg26614117	1	NA	NA
cg26614325	NA	1	NA
cg26615126	NA	1	NA
cg26618874	1	NA	NA
cg26620176	NA	1	NA
cg26620682	1	NA	NA
cg26622699	1	NA	NA
cg26623263	NA	1	NA
cg26623575	NA	1	NA
cg26624031	1	NA	NA
cg26624097	1	NA	NA
cg26625571	1	1	NA
cg26626287	1	NA	NA
cg26627129	1	NA	NA
cg26627327	NA	1	NA
cg26627346	1	NA	NA
cg26627392	1	NA	NA
cg26627665	1	NA	NA
cg26627780	1	NA	NA
cg26631039	NA	1	NA
cg26632151	NA	1	NA
cg26635044	NA	1	NA
cg26635467	1	NA	NA
cg26635836	1	NA	NA
cg26636061	1	NA	NA
cg26636244	1	NA	NA
cg26636496	1	NA	NA
cg26636806	1	NA	NA
cg26636869	1	NA	NA
cg26637826	1	NA	NA
cg26638266	NA	1	NA
cg26639076	NA	1	NA
cg26639401	NA	1	NA
cg26639666	1	NA	NA
cg26639730	1	NA	NA
cg26641455	1	NA	NA
cg26642369	NA	1	NA
cg26642409	1	NA	NA
cg26642774	NA	1	NA
cg26642960	1	NA	NA
cg26644734	NA	1	NA
cg26645879	1	1	NA
cg26647242	NA	1	NA
cg26647291	1	NA	NA
cg26648306	NA	1	NA
cg26648758	NA	1	NA
cg26649140	1	NA	NA
cg26649904	NA	1	NA
cg26650494	NA	1	NA
cg26650701	1	NA	NA
cg26651280	NA	1	NA
cg26651879	1	NA	NA
cg26652054	1	NA	NA
cg26652666	1	NA	NA
cg26653091	NA	1	NA
cg26653392	NA	1	NA
cg26653400	NA	1	NA
cg26653818	1	NA	NA
cg26653879	1	NA	NA
cg26655361	1	1	NA
cg26655790	1	NA	NA
cg26656175	1	NA	NA
cg26656947	1	NA	NA
cg26657090	1	NA	NA
cg26657240	NA	1	NA
cg26657357	1	NA	NA
cg26658846	1	NA	NA
cg26659404	1	NA	NA
cg26659569	1	NA	NA
cg26659797	NA	1	NA
cg26660541	1	NA	NA
cg26660656	1	NA	NA
cg26660744	1	NA	NA
cg26661402	NA	1	NA
cg26662583	1	NA	NA
cg26662656	NA	1	NA
cg26663147	1	NA	NA
cg26663609	1	NA	NA
cg26663742	1	NA	NA
cg26664737	1	NA	NA
cg26664844	NA	1	NA
cg26665391	1	NA	NA
cg26665516	NA	1	NA
cg26665568	1	NA	NA
cg26665679	1	NA	NA
cg26665764	1	NA	NA
cg26665904	1	NA	NA
cg26667236	1	NA	NA
cg26667585	1	NA	NA
cg26667761	NA	1	NA
cg26668075	1	NA	NA
cg26668691	1	1	NA
cg26668744	1	NA	NA
cg26668895	1	NA	NA
cg26669393	NA	1	NA
cg26670620	1	NA	NA
cg26671117	1	NA	NA
cg26671477	1	NA	NA
cg26672502	1	NA	NA
cg26673264	NA	1	NA
cg26673550	1	NA	NA
cg26673648	1	NA	NA
cg26674132	1	NA	NA
cg26674331	1	NA	NA
cg26675077	1	NA	NA
cg26675289	1	NA	NA
cg26675336	NA	1	NA
cg26675410	1	NA	NA
cg26675682	1	NA	NA
cg26675905	1	NA	NA
cg26676440	NA	1	NA
cg26677098	NA	1	NA
cg26677103	NA	1	NA
cg26677549	NA	1	NA
cg26678835	1	NA	NA
cg26679884	1	NA	NA
cg26680765	1	NA	NA
cg26680793	NA	1	NA
cg26682510	1	NA	NA
cg26683414	1	NA	NA
cg26683794	1	NA	NA
cg26683917	1	NA	NA
cg26685726	1	NA	NA
cg26685975	1	NA	NA
cg26686117	1	NA	NA
cg26686339	1	NA	NA
cg26687496	1	NA	NA
cg26687746	1	NA	NA
cg26689682	1	NA	NA
cg26689799	1	NA	NA
cg26690407	NA	1	NA
cg26691059	1	NA	NA
cg26692202	1	NA	NA
cg26692860	1	NA	NA
cg26693293	1	NA	NA
cg26693329	1	NA	NA
cg26693927	1	NA	NA
cg26695210	1	NA	NA
cg26695445	1	NA	NA
cg26697517	1	NA	NA
cg26697650	1	NA	NA
cg26698460	NA	1	NA
cg26699795	1	1	NA
cg26700100	1	NA	NA
cg26701510	NA	1	NA
cg26701810	NA	1	NA
cg26701815	NA	1	NA
cg26702921	NA	1	NA
cg26703617	1	NA	NA
cg26703956	1	NA	NA
cg26705599	NA	1	NA
cg26706163	NA	1	NA
cg26706317	NA	1	NA
cg26707149	1	NA	NA
cg26709433	NA	1	NA
cg26710563	NA	1	NA
cg26710738	NA	1	NA
cg26710926	1	NA	NA
cg26711592	1	NA	NA
cg26712680	1	NA	NA
cg26713273	NA	1	NA
cg26713796	1	NA	NA
cg26714305	1	NA	NA
cg26714678	NA	1	NA
cg26715571	NA	1	NA
cg26716323	1	NA	NA
cg26717418	1	NA	NA
cg26718213	NA	1	NA
cg26720007	1	NA	NA
cg26720598	NA	1	NA
cg26722972	NA	1	NA
cg26723698	NA	1	NA
cg26723735	1	NA	NA
cg26724572	NA	1	NA
cg26725786	1	NA	NA
cg26726204	NA	1	NA
cg26726490	NA	1	NA
cg26727538	NA	1	NA
cg26728141	1	NA	NA
cg26728830	1	NA	NA
cg26728851	1	NA	NA
cg26729026	1	NA	NA
cg26731834	1	NA	NA
cg26732155	NA	1	NA
cg26733224	1	NA	NA
cg26735637	NA	1	NA
cg26735886	1	NA	NA
cg26736736	1	NA	NA
cg26738106	1	NA	NA
cg26738530	NA	1	NA
cg26739327	NA	1	NA
cg26739510	1	NA	NA
cg26740621	1	NA	NA
cg26741954	NA	1	NA
cg26742320	NA	1	NA
cg26743317	1	NA	NA
cg26743860	1	NA	NA
cg26744308	NA	1	NA
cg26744859	1	NA	NA
cg26744928	1	NA	NA
cg26745581	NA	1	NA
cg26746674	1	NA	NA
cg26748425	1	NA	NA
cg26748583	1	NA	NA
cg26750789	1	NA	NA
cg26751406	1	NA	NA
cg26751972	1	NA	NA
cg26752679	NA	1	NA
cg26753307	NA	1	NA
cg26753908	NA	1	NA
cg26754761	NA	1	NA
cg26756769	NA	1	NA
cg26756949	NA	1	NA
cg26757221	1	NA	NA
cg26757229	NA	1	NA
cg26757562	1	NA	NA
cg26758338	NA	1	NA
cg26758386	1	NA	NA
cg26763368	1	1	NA
cg26763523	NA	1	NA
cg26763945	NA	1	NA
cg26764239	1	NA	NA
cg26765260	1	NA	NA
cg26765585	1	NA	NA
cg26766827	1	NA	NA
cg26767198	1	NA	NA
cg26767897	NA	1	NA
cg26768318	NA	1	NA
cg26768765	1	NA	NA
cg26770043	1	NA	NA
cg26771559	NA	1	NA
cg26772172	1	NA	NA
cg26772784	NA	1	NA
cg26773954	NA	1	NA
cg26774205	1	NA	NA
cg26775538	NA	1	NA
cg26775658	1	NA	NA
cg26776327	1	NA	NA
cg26776784	NA	1	NA
cg26777149	1	NA	NA
cg26778001	NA	1	NA
cg26778317	1	NA	NA
cg26779147	NA	1	NA
cg26779608	1	NA	NA
cg26780333	1	NA	NA
cg26780481	NA	1	NA
cg26780819	NA	1	NA
cg26781224	1	NA	NA
cg26781321	NA	1	NA
cg26782151	NA	1	NA
